phases,max energy gap,n compositions
Cm O Si Sr,4.8,1
Ba O Pu Si,4.7,1
Am Ba O Si,4.9,1
Ba Cm O Si,4.7,1
In O P V,4.8,1
Er Ho Mo O,4.6,1
Ho Mo O Sm,4.6,1
Ce Ho Mo O,4.4,1
C Co Eu Gd H N O,4.7,1
C Co Eu H Ho N O,4.7,1
I S Se Tl,6.1,1
Bi Ni Zn,3.5,1
Ba H Ir O,4.7,1
C F H N O Zr,5.3,1
Br Cs Fe Zr,5.8,1
Br Fe Zr,5.3,1
Fe I Zr,4.8,1
F N O Rb Sb,5.2,1
Co O Pr Tb,3.9,1
Co Cu S Sb,4.4,1
Mn O Th V,4.3,1
Ba O Th V,3.9,1
Fe Ho Pr,3.4,1
Ba Ho O Ti Zr,4.4,1
Cd Fe S,4.3,1
Cr In Na O P,5.5,2
Fe In Na O P,5.3,2
H Li Mg Na,4.5,1
Co Fe O Sn,3.9,1
Co Mn Si Tb,3.5,1
Co V Zr,3.4,1
Cu Ga Gd,3.7,2
Cu Ga Gd Si,3.6,1
Al Ce O Zr,3.1,1
As Eu P Pt,3.6,1
Co Cu Gd In,3.1,1
Co Fe Na O P,5.0,1
Ca Fe O Sr Ti,3.6,1
Ag La Pb Te,4.9,1
Bi Gd O Y,4.9,1
Ce Nd O Zr,2.5,1
Bi O Y Zr,4.5,1
Ca Nb O Sr Ti,4.3,2
Bi Fe Na O Ti,4.1,2
Au Pd Sn,3.2,1
Ce O Sm Zr,3.8,1
Ce Cr La Ni,3.7,1
K Mn Na Nb O,4.4,2
K Li Mn Na Nb O,4.9,3
K Mn Na Nb O Ta,3.9,1
K Li Mn Na Nb O Ta,4.6,1
Co Fe Ga Ge,3.3,1
Bi Mg Nb O,4.7,1
Ge Pd Pr,4.3,2
Au Ga Y,4.3,2
O Rh Ru Sr,4.2,2
Cr Cu Hg O Sr Zn,3.4,1
Co Cr Cu Hg O Sr,4.4,1
Ca Ga O Pr,5.5,1
Ga O Pr Sr,5.0,3
Al Ca Dy O,4.5,1
Al Ho O Sr,4.3,2
Ca Ga Gd O,4.4,1
Al Dy O Sr,4.3,2
Ca Dy Ga O,4.4,1
Eu Ga O Sr,5.0,2
Ga Gd O Sr,5.1,2
Ca Ga Ho O,5.0,1
Al Er O Sr,4.6,2
Ca Er Ga O,3.8,1
Dy Ga O Sr,5.4,1
Ga Ho O Sr,4.7,1
Er Ga O Sr,4.7,1
Ca Cu Mg O,3.1,1
Cu O Sb Ta,4.6,1
F H Ho N,7.1,1
Er F H N,7.0,1
Dy F H N,6.9,1
F H N Yb,6.2,1
F H Lu N,6.8,1
F H N Sm,5.7,1
Eu F H N,5.8,1
Cl Eu O Y,6.2,1
In Lu S,4.8,1
Ce Cs F K Rb,3.9,1
Cs Dy F,4.4,1
Cd F Tl,5.1,1
Ag Cl W,5.3,1
Cl Mn W,6.3,2
Cl W Zn,5.6,1
Cd Cl W,5.5,1
Br K Rb,7.3,1
Cs F Li Ti,6.4,1
F Mn Na Ti,4.7,2
Co Cs F Mn,3.2,1
Cs F Mn Ni,3.2,1
C Cl O V,4.6,1
Ag Cu Te Tl,3.8,1
K P Se Tb,5.6,1
Na O P Sn Zr,4.8,1
Ge Li O P Ti,4.9,1
Li O P Sn Zr,4.7,1
Ga Li O Rh,4.2,1
Ge Li Ni O Zn,4.2,1
Co Ge Li Ni O Zn,4.7,1
As Ca O Sr,4.5,1
Cs F Mn Rb,7.0,2
Mo O Pb S,5.2,1
Al Ca Cr Nd O,4.3,1
F In Rb,6.4,3
F In Tl,5.7,1
Ag Na O P Pb,4.9,1
Ba Mo Na O P,4.2,1
Al Ba O Si Sm,4.8,1
Al Ba Ce O Si,4.7,1
Ce La Pt,3.8,1
Ca Cs La Mn O,3.7,1
Ba Ce Nd O,3.6,1
Nd P Ru,4.1,1
Ce P Ru,4.2,2
P Ru Sm,4.2,1
P Ru Y,4.2,1
Al Ca O S Sr,3.0,1
Ca Nb O Tb Ti Yb,4.8,1
Al Mo O Sc,4.9,1
Co Cr Fe Ni O,3.3,1
Al Cu Fe O Zn,4.0,1
Ca Co Ho Mn O,4.7,1
Ho Mn S,3.9,1
Bi Fe Ni O Zn,3.9,1
Fe Mg O Sm,3.1,1
Ca Eu O P Sm Zr,4.2,1
Eu O P Zr,4.2,1
Fe Ni O Tb,3.7,1
Co Ge Mn Ti,3.2,1
Ba Cu K Mn S,3.9,1
Fe H Lu Ti,3.3,1
Ba O Pr Th V,4.3,1
Ge Mn Nd Y,3.6,1
Ge Sn U,4.0,1
Fe Gd N Nd,2.8,1
Cr Ga N O,4.2,1
C La Ni Y,2.9,1
Ba Bi Fe Nb O Ti,4.3,1
Ba Fe Mo Nd O Sr,3.8,1
Bi Pr Sb,1.4,1
Gd Ge Mn Tb,3.6,1
Ba Bi In O Sb,4.4,1
O Sc Ti Y Zr,4.0,1
B C Dy Ni Y,3.4,1
Cd Fe La Mn O,4.4,2
B Ca Eu O P,5.1,1
B Eu O P Sr,4.4,1
B C Ni Tm U,3.2,1
Cd Co La Mn O,4.4,2
Cd La Mn Ni O,3.6,1
B Eu O P Pb,5.4,1
Bi Fe Mn O Ti,4.6,1
Nb O Pb Tb,5.1,1
Nb O Pb Sm,4.4,1
Cd Mn P S,4.6,1
Gd Nb O Pb,4.9,1
Eu Nb O Pb,5.3,1
Fe Mn P S,4.1,1
Er F Sr Yb,5.3,1
Ba La O Ta Zn,4.8,2
Mg Nb O Ta,4.4,1
Ga In La Mg O Sr,4.5,1
Mg Nb O Pb Ta Zn,4.6,1
Mg Nb O Sr Zn,5.1,2
Nb O Sr Zn,5.3,1
Cr Fe O Si,4.3,1
Mn Nd O Pr Sr,4.8,2
Mg Nb O Pb Zn,4.7,1
Mg Nb O Sr,5.0,1
Cr Fe Mg O Si,4.5,1
Ba Cr La Mn O Sr,4.6,2
Co Ga Ni U,3.7,1
Nb O Pb Y,5.1,1
Bi Ca Cr O Ti,3.0,1
Ba O Sm Ta Zn,3.7,1
Ce La Mo Nd Ni Pr,3.5,1
Ba Ca La O Ta Ti,3.8,1
Ba La O Ta Ti Zr,3.0,1
B C Er Fe Ni,2.9,1
Al Ga Ni,2.9,1
La Mn O Pb Pr,3.9,1
La Mn O Pb Pr Sr,4.1,1
Co Cu Mn O Se Sr,3.7,1
Ge Ho Mn S,4.2,1
Ge Mn Nd O,4.0,1
Ba Mg O Sr Te,5.1,2
Ba Mg O Te,5.2,1
Ca La Mn O Si,5.3,1
La Mn O Si Sr,4.9,1
Ba La Mn O Si,5.2,1
Ba Co La O Sb,4.4,1
Ba Cu La O Ti Zn,4.0,1
Ba Cu La Mg O Ti,4.0,1
Ba Cd Cu La O Ti,4.2,1
Bi Cr Fe Gd O,4.1,1
Mg O Y Zr,3.3,1
Ba Cd Cl H O,5.8,2
Ce Fe Ge S,4.0,1
Dy Fe Ge S,3.9,1
Fe Ge Pr S,4.2,1
Er Fe Ge S,4.2,1
Fe Ge S Tm,3.9,1
Ba La Mn Ni O Pr,3.9,1
Ca Ga O Y,4.7,1
Ca Fe Ga O Y,4.7,1
Ba Gd In O Y Zr,3.5,1
Ba Nb Ni O Ti,4.1,1
K Mg Na Nb O,4.9,1
H Mo O W Zr,4.4,1
Ag Fe Ga Te,5.0,1
O Pb Sr Zn,4.0,1
Cu F Na U,5.4,1
Co F Na U,6.1,1
Ba Co O Pr Ta,4.7,1
F Na Ni U,4.6,1
F Na U Zn,5.0,1
F Hg O Te Xe,6.6,1
F Hg O Te,5.9,1
F Hg Kr O Te,5.9,1
F Ga Sc,5.6,1
As Co H La,4.3,1
As H La Ni,3.9,1
As Cu H La,4.5,1
Br Cd I Rb,5.9,1
C F Ni S,5.3,1
Ba O P Rb,5.1,1
C Fe Gd,3.7,1
Ba Ce La O,4.4,3
Cu Ge Mn Se Zn,4.4,2
Ba La O Zr,3.9,1
Ba Fe Gd Nb O,4.6,1
Ba Fe Nb O Sm,4.7,1
Ce Hf O Pr,3.8,1
Ce Gd Ni,3.3,1
Ba Mo Ni O Sr,4.1,2
Ba Co Mo O Sr,3.0,1
Al Ba Co O Sr,4.0,1
Al Ce O Y,3.4,1
Al Ce O Sm Y,3.8,1
Ce O Pr,4.8,2
Bi Cl I S,5.6,1
Bi Br I S,5.5,1
Fe Mn Si Y,3.3,1
Fe Ni Si Y,3.2,1
Fe La Ni Si,3.1,1
Ag Pb S,4.6,1
In Mn Ni,3.1,1
Dy Gd Zn,3.2,2
Am O Th,3.8,1
Ce Eu O P,4.6,1
Gd O Th U,3.3,1
Fe O Sr Zr,4.3,1
Ba Ce Dy O Zr,4.1,1
In Mg Nb O Pb Ti,4.9,4
Ba H O Sm Zr,4.5,1
Bi K Na O Ti Zr,3.3,1
Bi Eu F,6.1,1
La Na Sn,4.6,1
Ce Na Sn,3.7,1
Gd Na Sn,4.3,1
Na Sn Tb,3.9,1
Dy Na Sn,3.7,1
Na Pr Sn,3.1,1
Na Sm Sn,3.6,1
Ce Nb O Y,3.1,1
As Li O Zr,4.7,2
As Li O P Zr,4.8,2
Lu Nd O Ta,3.4,1
Ca Ge Li O Si,4.2,1
Al Ca O Pr Y,3.0,1
Cd Cl Na O S,3.7,1
Bi Ca Mn O Si,4.5,1
In Mn Sb,4.8,1
Br H Li N Te,4.4,1
Ge Lu Si,3.5,1
Co Fe Ga O Zn,3.9,1
K Na Nb O Sr Ti,4.2,1
Ba K Na Nb O Ti,4.2,1
K Na Nb O Pb Ti,4.2,1
Ca Ga Mn Nd O,3.5,1
Ga La O Pb Ti Zr,4.7,1
B Mg Zn,3.9,1
Ba Mg Ni O Y,4.1,1
Co Cu Ga O Sr Tm,4.6,1
Bi Ca Cu O Pb Sm Sr,4.4,1
Ba Bi Ca Cu O Pb Sr,4.7,1
Ba Bi Ca Cu O Pb Sr V,4.4,1
Ca Co Cu O Sr Tm,4.7,1
B Li Ni Pd,3.6,1
Fe O Pb Ta Zn,4.6,2
O Pb Ta Zn,5.0,1
Ba Ce Cu Eu O Ru Sr,4.3,1
Cr Dy Mn Sn,3.5,1
Al B Ca H O,5.6,2
Bi H K N Zn,5.1,1
Mo Pb,2.8,1
F Gd Lu Na,4.2,1
F Gd La Na,5.2,1
Ba Ca O Sr Ti Zr,4.1,2
Fe Mo Ni O Sr,4.3,1
Ba Bi Mg O Ti W,4.3,1
Ba Cu Fe O Sr,3.7,1
Ba F V,6.5,1
Al Be N Si,4.1,1
Al Cr Li O,4.0,2
B C Nd Pt,3.5,1
Fe Ge Lu U,2.8,1
Ce Mn Nd O,4.0,1
As Ce La Rh,4.1,1
Ca Ce Mn O Pr,4.3,1
Ba Fe La O Pb Ti,4.3,1
K Nb O Rb Ta,4.1,1
Ca Mn O Pb Sm Ti,4.1,1
Ba Fe O Pb Sb Ti,4.2,1
O Pb Ti Zn Zr,4.6,1
Al Fe La Mg O Sr,4.3,1
C Eu Gd O,3.9,1
Ca Cu La Ni O,3.4,1
Ag Co Na O,3.6,1
Co H K O P W,4.7,2
Al Co O,3.6,1
Ca F,6.1,1
F Sr,5.6,2
As Fe La Sr,4.8,1
Dy H Mn Y,4.4,1
Ar H O,5.3,1
Bi O Pb Sr Ti,4.9,1
Ba Gd Ir O,4.8,1
As Cr Mn Sb,3.3,1
Co Ge S Y,4.4,1
Co Dy Ge S,4.4,1
Co Ge Ho S,4.2,1
Co Er Ge S,3.7,1
Ge Ni S Y,4.3,1
Dy Ge Ni S,4.3,1
Ge Ho Ni S,3.9,1
Er Ge Ni S,4.3,1
D0+ La Mg Nd Ni,5.2,1
Ca Mg O Ti,4.1,1
Co La O Ru Sr,3.5,1
K Li Na Nb O Ta,3.6,1
Al Th Ti,3.3,1
N O Pb Se,5.2,1
D0+ Mg Na Ru,4.2,1
Bi Co Fe O Ti,4.7,1
Bi Co Fe La O Ti,4.7,1
D0+ Fe Mg Na,4.7,1
In Nb O Ti,3.8,1
Co H Mg Ni,4.1,1
C H La N O Re Te,4.4,1
Al Ir Pt,3.1,4
Ba K Mo Nd O Y,4.7,1
Ge Mn Sb Te,5.2,1
Cl Co O P Te,5.5,1
Al Mg Tm,3.3,1
Al Mg Yb,3.5,1
Ag Mg Pr,4.0,3
Ag Mg Sm,4.3,1
H Na O Tm W,4.2,2
C Fe H Na O,4.5,1
K Li Na O Ti,4.2,1
Fe Mn Nd O,4.7,1
B H Ho K O,3.7,1
Ba Na Nb O Si,4.2,1
Ba S Si U,5.1,1
Ba Fe S Si U,4.1,1
Ba Na O Si Y,4.2,1
Ba Na O Si Sm,4.0,1
Ba Gd Na O Si,4.1,1
C Fe H Li N O,4.5,1
Br Gd O W,4.5,1
Br O Tb W,4.8,1
Br Ho O W,5.1,1
Br Dy O W,5.3,1
Br O W Yb,5.0,1
Br O Tm W,5.0,1
In O P W,5.1,1
Ir O P W,5.0,1
Co Cu Fe S Sn,3.9,1
O P Ru W,5.2,1
O P Rh W,4.8,1
Cs O S Sb,5.2,1
C Sb V,3.4,1
Co Cr Ni O,4.3,2
Bi Mo O P Rb,5.2,1
Bi O P Rb W,5.1,1
Cr Fe Se Te,4.7,1
Bi La O Se,4.7,1
Dy O Tb Ti,5.2,1
B Br Li O,4.4,1
Ge H O U,5.1,1
Cu F H N O Sn,5.3,1
Cu F H N O W,5.4,1
Ba Br I O,6.1,1
B Ba F,6.8,1
Ce Cs F Rb,5.3,1
Ce Cs F K,5.3,1
Ce F K Rb,5.3,1
Ge Na Pd,3.7,1
Co K O V,4.6,1
Bi F S Sm Sr,5.3,1
Ho Mo O W,4.6,1
Bi Cr O Sr Ti,4.6,2
Cu In Mg Se Sn,5.3,1
B Tb Y,2.8,1
Al Ce Pd Ru,3.8,1
Dy Fe O Sm,4.2,1
Cr Dy O Y,4.0,1
As Fe Na Rh,3.5,1
Cs Ga Mo O Ti,4.8,1
Cs Fe Mo O Ti,4.8,1
Ca F Hf,6.1,1
Al Cs Mo O Ti,4.5,1
Cs Mo O Sc Ti,5.0,1
Cs In Mo O Ti,5.0,1
Fe Gd Ni Si,3.4,1
Mn Ni Si Tb,3.6,1
Co Ni Si Tb,3.2,2
Ca Ir O Ru,4.5,1
Gd Mn Ni Si,3.5,1
Co Gd Ni Si,3.3,1
Cu Gd Ni Si,3.5,1
Fe Ni Si Tb,3.5,1
Cu Ni Si Tb,3.0,1
Al H Ni,3.1,1
Ba Co Fe O Pr Sr,3.9,1
Ba Co Fe O Sr Y,4.0,1
Bi O Tm,5.2,2
Al Ce La Os,3.7,1
Au Bi U,4.1,1
Ba Ce La Mn O Ti,3.8,1
Fe La Li O Zr,4.5,1
Bi Ge Mg Si,4.7,1
Ce Gd Nb O,4.5,1
Al Ce La Ru,3.1,1
Ag Na Sb Se,4.9,1
La Mn O Pb Sm,3.2,1
Eu Nd O Zr,5.1,2
C Ir Pt U,3.1,1
Ni Pd Sn,3.2,2
Ge Mg Sb,4.5,1
Al Co Cr Fe,2.9,1
Ce Cr Ge Ti,3.1,1
Cr Eu Fe La O,3.8,1
Ga In N,4.1,1
Co Cr Fe Ge,3.2,1
Ba Dy La O Ti,4.4,2
Ce In Pd Rh,3.9,1
Cr Li Ni O,4.0,3
Ba Bi Nb O Ti Zn,4.1,1
Ba Bi Mg O Ta Ti,4.1,1
Bi Na O Ti Zn Zr,3.6,2
Cu Ge S Sn Zn,4.2,1
Ag Bi Sn Te,5.2,1
Al Ba Bi Fe O Ti,3.6,1
Co Dy Gd Tb,4.1,1
B C Ta Zr,3.0,1
B C V Zr,3.1,1
B C Re Zr,3.0,1
B C Cr Zr,3.0,1
B Fe La O Sm,4.5,1
Bi Nb O Ti W,5.2,1
Co Cr Cu O,4.2,1
Ga In Se Te Tl,4.7,1
Ce Cu O Y,3.0,1
Ag Cu Li O,3.2,1
Bi Fe Ho Mn O,3.5,1
Cs Mn Se Tm,4.3,1
I Na O Sn,5.5,1
Ga Ge La Mn O,5.2,1
K Mg Mo Na O,4.7,1
Fe Ge La Sr,3.5,1
Ce Cu In La,3.0,1
Ce Mg O Zr,3.7,1
Ga Mg O P Rb,3.6,1
Co Ga O P Rb,4.0,1
Bi Na Sr,4.5,1
Ce Co O Y,5.0,2
As Ba Cu Mn Zn,3.8,1
B C Np,2.9,1
Hg Li O P,5.1,1
B Bi Fe Gd O,4.3,1
Cs Er Mn Se,4.5,1
Cs Mn Se Yb,4.2,1
Co H K Mo O P,4.4,1
I Li O Sn,6.0,1
I O Sn,5.5,1
Eu H Na O Si,4.1,1
Cs Eu Mg O P,4.2,1
Co Cu La Mn Ni,3.6,1
Ga Ni O P Rb,4.0,1
Ga O P Rb Zn,4.1,1
Ba Mg O W Yb,4.0,1
Ba Dy Mg O W,4.0,1
Ba Mg O Sm W,4.0,1
B C Pu,3.0,1
Cr Fe H O,4.7,1
H Mg Mo N O,5.3,1
Al B Cs O P,5.0,1
Fe Mg Mn O Si,4.1,1
Fe Nb O Pb Ti Zr,4.8,1
Cr F Na Tl,5.6,1
Co Fe Ge Mg O,3.5,1
Ba Co Mg O V,5.1,1
Pb Se Sr,3.9,1
Ba Co Fe Mn O,4.8,1
Er O P V Y,4.7,1
La Li O P Pr,4.7,1
Li O P Pr,5.0,1
Ca Er Mn O Pr Sr,3.9,1
Ba Ce In O Y Zr,3.7,1
Ba Ce In O Zr,3.8,1
Bi Fe O Sr Ta,3.6,1
Dy O Sc Zr,2.8,1
La O Sc Zr,4.9,1
Ba O Ta Zr,3.6,1
Eu Hf O Y,3.5,1
Eu Hf Lu O,2.8,1
Al Co Li Mn Ni O,4.3,1
Cs Er F Sc,6.3,1
Ca Eu Na O Si,4.7,1
Ga K Se Si,4.2,1
Ga K S Si,4.5,1
Ag F O Se Ti,4.6,1
Ag O Se Ta,4.5,1
Ag Nb O Se,4.0,1
Dy K Mn O,3.9,1
B Br Cl K O,5.1,1
B Cl K O,4.9,1
H In K O Si W,5.1,1
Al Ca Ge Lu O Sc Zr,5.1,1
Co Mn Na Ni O Ti,3.3,1
Ge Rb Tl,4.4,1
Co Li Mg Mn Ni O Ti,4.1,1
Ce La N Si Y,4.2,1
C F S,6.1,3
Ca La O Zn,5.6,1
Ba Co Fe In O Y Zn,3.7,1
Ge Na S Sb,4.0,1
Ge Na Sb Se,4.4,1
Ca Gd Mo O Ti,4.7,1
C Cr Er H N O S,4.5,1
C Cr H Lu N O S,4.9,1
C Cl Cu H O,4.8,1
La O Sc Sr Ti,4.8,1
Co Mg O Ta,4.6,1
Ba Nb O Sr Ti Zn,4.0,1
C Ca Eu O,3.9,1
Bi Ga La Mn O,3.7,1
Cl Eu La O,4.8,1
Ba Co Ni O Sm,4.5,1
Co La O Sr V,4.5,1
Bi Fe Gd La O,4.5,1
Al Ca Ga La O Ti,3.0,1
Al Fe La Ni O,3.1,1
H O P Pb Zn,5.1,1
Cu K O P Rb,4.5,1
B Ba Bi O Sr,4.6,1
Al Ga Ge Li O,4.5,1
Cr Fe Na O P,5.6,1
Gd La Li Nb O,4.1,1
Bi K Mg O Ti,3.7,1
Eu Nb O Ti Y,4.1,1
Ce La O Tl,3.4,1
Bi Fe Na O,4.5,1
Bi Fe Na O Ru,4.1,1
Al La Ni Sn,3.5,1
Fe La Ni Sn,3.4,1
Ba Ce O Y Zn Zr,4.4,2
Ba Ce O Y Zn,3.4,1
Ba Bi Na O Zr,4.2,1
Al Ga O,4.6,2
La O Pb Sn Ti Zr,4.7,1
Ba Bi Na O Ti Zr,4.2,1
Ba Ce Gd O Sr Y Zr,4.2,1
Ba Ce Gd O Sr Y,4.0,1
Ba Ce O Sr Y Zr,4.0,1
Ba Na Sb Zn,3.9,1
Ba Na Sb Sr Zn,3.5,1
Mo Ni O Sr Zn,4.7,1
Bi Fe O Pr Sb,4.5,1
Bi Fe La O Sb,4.6,1
Al Ce Rh Si,3.0,1
Al Ce Ir Si,3.1,1
Cu Eu La Ni O,3.9,1
Cu Eu La O Zn,3.8,1
Eu Ir Rh Si,3.3,1
Bi Ca Fe O Sr Ti,4.7,1
Bi O Pb Si,5.6,1
O Pr U,3.8,1
Nd O U,3.9,1
Ca O Pd Sr,4.7,1
Mg O Pd Sr,4.2,1
Fe Gd Mn O Sm Zn,4.4,1
Mo O Pb Pr W,4.9,1
Bi Cd Cu O Se,4.4,1
Mn Na O Pr Sr,4.0,1
Ca K O P Pb,4.8,1
Ag Co O Se Sr,3.5,1
Ba Bi Li O Ti,3.8,2
Fe O Sc Si,4.8,1
Ge In Lu O,4.6,1
In O Sc Si,4.9,1
Ba Cl Eu,6.3,4
La Lu O S,3.7,1
Ce Mo O Pb,4.5,1
Bi Mo O Sr,4.8,1
Bi O V W,4.8,1
Na O P Pb Pr,4.9,1
Ce Na O P Pb,5.2,1
Gd Na O P Pb,5.1,1
Na Nd O P Pb,5.3,1
Na O P Pb Sm,5.2,1
Eu Na O P Pb,5.1,1
Ho Na O P Pb,5.2,1
Na O P Pb Tb,5.1,1
Dy Na O P Pb,4.9,1
Er Na O P Pb,5.2,1
Br Ca F,6.6,1
Li Nd O S,4.4,1
Li O S Sm,4.6,1
Li O S Tb,4.4,1
Gd Li O S,4.6,1
Ho Li O S,5.1,1
Dy Li O S,4.5,1
Er Li O S,5.3,1
C Cr Eu H N O,4.9,1
C Cr H N O Tb,5.0,1
C Cr H N O Sm,4.9,1
C Cr H N Nd O,4.9,1
C Cr Gd H N O,4.9,1
C Cr Er H N O,5.2,1
C Cr Dy H N O,5.0,1
C Cr H Ho N O,5.1,1
C Cr H N O Tm,5.1,1
C Cr H Lu N O,5.1,1
C Cr H N O Y,5.3,1
C Cr H N O Yb,5.2,1
Dy Fe O Sc,4.5,1
Fe Lu Nd O Sc,4.5,1
Fe Ga Nd O Sc,4.3,1
Ca Ge Na O Ti,5.0,1
Ca Ge Na O Sn,5.0,1
Ca Cl Cu O Sm,4.7,1
Cl Cu Nd O Sr,5.0,1
Ca Ce O Sn,4.1,1
Ca Cl Cu Eu O,4.9,1
Ca Cl Cu Gd O,4.9,1
Ca Cl Cu Eu O Sr,5.1,1
Ca Cl Cu Gd O Sr,4.4,1
Ca Cl Cu O Sm Sr,4.9,1
Ca Cl Cu Nd O Sr,4.8,1
Ce Cu Nd O Sr Ti,2.5,1
Cu Mn Si Te,4.6,2
Cu Ge Mn Te,4.3,1
Cu Mn Sn Te,4.7,1
Ag Ge Mn S,4.5,1
Ag Mn Se Si,4.1,1
Ag Mn Si Te,4.9,1
Ag Mn Se Sn,4.7,1
Ag Ge Mn Te,4.9,2
Ag Mn Sn Te,4.9,1
Fe Na O Sb Ti,3.7,1
As F Na O Sb,4.3,1
C Fe H K N O Yb,4.3,1
Ba C Cs Fe H N O,4.3,1
Ba La Mg Mo O,3.9,1
Ca La Mg Mo O,4.3,1
Ba La Mo O Sc,4.0,1
Be F K Li,6.1,1
Na Nb O U,3.4,1
Br S Tb,4.9,1
Br S Sm,5.1,1
Br Nd S,6.0,3
Br Gd S,5.2,1
H K Mg Nb O,4.9,1
Eu Mg O W,4.8,1
Cu Ge H O U,4.3,1
Er F Se,4.9,1
F H K Li O P,5.6,1
Be F Lu Rb,6.2,1
Be F H Lu N,5.5,1
Be F Ho K,5.9,1
Be F Rb Yb,5.9,1
Be F K Lu,6.0,1
Be F K Yb,6.2,1
Be Er F K,5.9,1
Be F H N Yb,6.1,1
Be F H N Tm,6.3,1
Be F Rb Tm,5.9,1
Be Er F H N,6.2,1
Be F K Tm,6.0,1
Be Er F Rb,5.8,1
Be F Rb Y,5.8,1
Be F H N Y,6.0,1
Be F K Y,5.7,1
Be F Ho Rb,6.3,1
Be F H Ho N,6.5,1
Be Dy F K,5.9,1
Be Dy F H N,6.4,1
Be Dy F Rb,5.2,1
Be H K N,3.9,1
Cd Cl H Na O,3.1,1
Be H N Rb,5.2,1
Cu F H K O Zr,5.4,1
Ag K O W,4.0,1
K O Rb W,5.1,1
Bi Fe H O Si,4.3,1
Ce Mo O Tl,4.6,1
La Mo O Tl,4.7,1
Mo O Pr Tl,3.5,1
Mo O Sm Tl,4.5,2
Cl H K O U,5.4,1
Br O U,5.0,1
Ba Cr H O P,4.1,1
Ca Cl H N O,5.1,1
B K O Ta,4.0,1
H N O P Pr,5.2,1
Ca H N Na O P,5.0,1
Br F H Na O Sb,6.0,1
C H Hf K O,4.9,1
Br H Mg Mn O,5.3,1
Ag Ba H O P,5.2,1
Ag H O P Zn,5.2,1
Al Cs F Na,4.3,1
Cl Mg Tl,5.5,1
Al B O Pr,4.6,1
Al B O Tb,4.6,1
Al B Er O,4.8,1
Al B Dy O,4.6,1
Mo O Tl Tm,4.6,1
Lu Mo O Tl,4.8,1
Er Mo O Tl,4.8,1
As Cu O Zr,4.3,1
Bi Cr O Rb,5.0,2
F H O Tm,5.5,1
F H Lu O,5.6,1
F H O Yb,4.9,1
Er F H O,5.1,1
Dy F H O,4.9,1
F H Ho O,5.0,1
F H O Sm,5.4,1
F H Nd O,6.0,1
F H O Tb,5.4,1
Cu H O Se Sr,4.3,1
Bi In Pb S,5.1,3
Mo O S Sn,3.7,1
Mn N Ta,3.3,1
Ba Bi S,4.9,2
F Nb Ni O,4.6,1
Na O V W,4.0,1
Al O Te,5.4,1
Cd Li O P,4.9,1
Co H O P Rb,4.9,1
B Ca O U,3.6,1
Bi K O U,3.6,1
As Na O Sb,4.6,1
Er O S U,4.1,1
B Ni O U,5.1,1
Cu H O Se U,4.7,1
C H K O Ru,4.3,2
Al As B Na O,5.0,1
Cu H O Pb Se U,5.0,1
Al Cl Cu H O S,4.2,1
F Na Th Zn,6.0,1
H N O P Si,5.1,1
As Cr H N O,5.2,1
B Nb O Tl,4.7,1
As Ba Cr H O,4.9,1
As La O S,4.2,1
Cd Cl H Ni O,5.9,3
Au Cl H K O,5.6,1
Ce Cr O S,4.7,1
Cd Cl H Mg O,5.9,2
Al As O Rb,5.0,1
H O P Rb Te,5.4,1
Ag As Cu H O,4.5,1
Cl K Ru,5.1,1
Ga H K O Pb W,4.4,1
F Fe Na Np,5.9,1
Cs N O Os,5.2,1
Mo Nd O Re,4.2,1
Bi Cr H K O,4.5,1
Al Ni Rh U,3.6,1
I P Sr,5.5,2
As I Sr,5.2,1
As Ba I,5.4,1
Ag Hg S,3.2,1
Ba Cl Hg O,5.6,1
Br C Th Y,4.5,1
C Cl Fe O Te,4.9,1
Ba Ge Li,5.3,2
K Na Tl Zn,4.6,1
K Mg Na Tl,4.9,1
Cs F Xe,5.6,1
K Na Sm Tl,3.9,1
Hg K Na Tl,4.7,1
C Cl F Ir O Sb,5.6,1
C N Si,4.6,2
B H Mg Na O P,4.6,2
K P Ru Se,4.5,1
H Li N Sb,5.5,1
C Co H N O Re Se,4.6,1
I Pr Si,5.6,1
Cl Nb O Ti,5.3,1
Ag C F,4.6,1
C Cu H N O Re Te,3.9,1
F H O P Sb,5.5,1
C F N O Sb,6.0,1
As C F N O,5.6,1
Cu Ge H N O,4.3,1
Ag C Li,3.4,1
Ag C K,3.9,1
B Cs O P Zn,4.5,1
Ag C Cs,4.1,1
Ag C Na,3.9,1
B K O P Zn,4.4,1
B O P Rb Zn,5.3,1
Al As O,5.5,1
Cr O Sr Tb,4.6,1
Cr Dy O Sr,5.3,1
F Fe Mg,6.3,1
Co F Fe Ni,6.0,1
Ba Ge O Si Sn,4.7,1
Ge K Nb O Ta,4.6,1
Mn S Yb,3.5,1
Cd F Gd Nb O Ti,3.8,1
F Na Nb Nd O Ti,4.3,1
F Na Nb O Pr Ti,3.9,1
Ce F Na Nb O Ti,4.2,1
F Gd Na Nb O Ti,4.2,1
F Na Nb O Ti Yb,4.3,1
Cd F O Ti Y,4.2,1
Cd Eu F O Ti,4.0,1
O Sn Tl,5.4,1
Co O Sr Te,4.3,1
Co F O Ti V,4.6,1
Co F Fe O Ti,5.0,1
Co F Ni O Ti,5.7,1
